feature_idx,feature_type,bert_score,finbert_score,score_change,score_change_pct,bert_financial,finbert_financial,financial_change,financial_change_pct,bert_general,finbert_general,bert_specialization,finbert_specialization,specialization_change
6,General,0.04107340276241303,0.03340418698887031,-0.007669215773542723,-18.671975677069913,0.054510668,0.04438334,-0.010127328,-18.5786172747612,0.03549717,0.039507363,0.019013498,0.00888617,-0.010127328
9,BERT Financial,0.3003396987915039,0.271639026204745,-0.028700672586758902,-9.556070243875064,0.34950286,0.33348995,-0.016012907,-4.581623896956444,0.054524165,0.01858564,0.2949787,0.2789658,-0.016012907
162,General,0.3216000745693843,0.2888000289599101,-0.03280004560947419,-10.199016792329033,0.37594917,0.35765374,-0.018295437,-4.866465553641319,0.11639229,0.068302915,0.2595569,0.24126145,-0.018295437
155,General,0.3832080662250519,0.3636954257885615,-0.01951264043649037,-5.091917983018372,0.40128127,0.37811044,-0.023170829,-5.774211511015892,0.29284188,0.36686805,0.108439386,0.08526856,-0.023170829
57,General,0.3511822819709778,0.32245385547478994,-0.028728426496187842,-8.180488586995969,0.38984272,0.36368015,-0.026162565,-6.711056083440781,0.15787998,0.18303685,0.23196274,0.20580018,-0.026162565
129,General,0.17532547612984975,0.1409102976322174,-0.03441517849763234,-19.629308448102396,0.19566458,0.16927488,-0.026389703,-13.487215340137482,0.109904245,0.1291584,0.08576034,0.059370637,-0.026389703
176,General,0.569202721118927,0.5187628865242004,-0.05043983459472656,-8.86148866182034,0.555293,0.52694285,-0.028350174,-5.105444043874741,0.63875115,0.47786322,-0.083458126,-0.1118083,-0.028350174
165,General,0.17672184854745865,0.11573525021473566,-0.06098659833272299,-34.50993684934494,0.24189767,0.21088663,-0.031011045,-12.81990259885788,0.06290898,0.042006057,0.1789887,0.14797765,-0.031011045
35,General,0.5296700596809387,0.5062499642372131,-0.023420095443725586,-4.4216385305662405,0.5442127,0.5111446,-0.03306812,-6.076322868466377,0.45695677,0.48177686,0.087255925,0.054187804,-0.03306812
45,General,0.07386792227625848,0.03039110600948334,-0.04347681626677514,-58.85750529732824,0.08217269,0.04200594,-0.04016675,-48.88089895248413,0.08158933,0.017903587,0.0005833581,-0.039583392,-0.04016675
